FECHA,HORA,SENSOR,TEMPERATURA,UNIDAD,HUMEDAD_%,ESTADO_BATERIA,DEVICE_ID,OTROS_DATOS
21/02/2026,06:45:06,Interior,26.2,C,53,Alta,eb849849b3155b7110det4,
21/02/2026,07:00:07,Balcón,22.4,C,60,Media,eb007de949df61414afvyg,
21/02/2026,07:00:07,Interior,26.1,C,54,Alta,eb849849b3155b7110det4,
21/02/2026,07:15:07,Balcón,22.4,C,60,Media,eb007de949df61414afvyg,
21/02/2026,07:15:07,Interior,26.1,C,54,Alta,eb849849b3155b7110det4,
21/02/2026,07:30:06,Balcón,22.5,C,64,Media,eb007de949df61414afvyg,
21/02/2026,07:30:06,Interior,26.1,C,54,Alta,eb849849b3155b7110det4,
21/02/2026,07:45:06,Balcón,22.5,C,64,Media,eb007de949df61414afvyg,
21/02/2026,07:45:06,Interior,26.1,C,54,Alta,eb849849b3155b7110det4,
21/02/2026,08:00:06,Balcón,22.5,C,64,Media,eb007de949df61414afvyg,
21/02/2026,08:00:06,Interior,26.1,C,55,Media,eb849849b3155b7110det4,
21/02/2026,08:15:07,Balcón,23,C,65,Media,eb007de949df61414afvyg,
21/02/2026,08:15:07,Interior,26.1,C,55,Media,eb849849b3155b7110det4,
21/02/2026,08:30:07,Balcón,23.5,C,65,Media,eb007de949df61414afvyg,
21/02/2026,08:30:07,Interior,26.1,C,55,Media,eb849849b3155b7110det4,
21/02/2026,08:45:06,Balcón,23.5,C,65,Media,eb007de949df61414afvyg,
21/02/2026,08:45:06,Interior,26.1,C,55,Alta,eb849849b3155b7110det4,
21/02/2026,09:00:06,Balcón,24,C,65,Media,eb007de949df61414afvyg,
21/02/2026,09:00:06,Interior,26.1,C,55,Alta,eb849849b3155b7110det4,
21/02/2026,09:30:06,Balcón,24.5,C,65,Media,eb007de949df61414afvyg,
21/02/2026,09:30:06,Interior,26.1,C,55,Alta,eb849849b3155b7110det4,
21/02/2026,09:45:06,Balcón,25,C,65,Media,eb007de949df61414afvyg,
21/02/2026,09:45:06,Interior,26.2,C,56,Alta,eb849849b3155b7110det4,
21/02/2026,10:00:07,Balcón,25,C,65,Media,eb007de949df61414afvyg,
21/02/2026,10:00:07,Interior,26.2,C,56,Alta,eb849849b3155b7110det4,
21/02/2026,10:15:07,Balcón,25,C,65,Media,eb007de949df61414afvyg,
21/02/2026,10:15:07,Interior,26.2,C,56,Alta,eb849849b3155b7110det4,
21/02/2026,10:30:06,Balcón,25.5,C,64,Media,eb007de949df61414afvyg,
21/02/2026,10:30:06,Interior,26.2,C,56,Alta,eb849849b3155b7110det4,
21/02/2026,10:45:07,Balcón,25.5,C,64,Media,eb007de949df61414afvyg,
21/02/2026,10:45:07,Interior,26.1,C,58,Alta,eb849849b3155b7110det4,
21/02/2026,11:00:07,Balcón,26,C,64,Media,eb007de949df61414afvyg,
21/02/2026,11:00:07,Interior,26.1,C,58,Alta,eb849849b3155b7110det4,
21/02/2026,11:15:07,Balcón,26,C,64,Media,eb007de949df61414afvyg,
21/02/2026,11:15:07,Interior,26.1,C,58,Alta,eb849849b3155b7110det4,
21/02/2026,11:30:07,Balcón,26,C,64,Media,eb007de949df61414afvyg,
21/02/2026,11:30:07,Interior,26.2,C,60,Media,eb849849b3155b7110det4,
21/02/2026,11:45:08,Balcón,26.5,C,63,Media,eb007de949df61414afvyg,
21/02/2026,11:45:08,Interior,26.2,C,60,Media,eb849849b3155b7110det4,
21/02/2026,12:00:44,Balcón,26.5,C,63,Media,eb007de949df61414afvyg,
21/02/2026,12:00:44,Interior,26.2,C,60,Media,eb849849b3155b7110det4,
21/02/2026,12:15:31,Balcón,27,C,62,Media,eb007de949df61414afvyg,
21/02/2026,12:15:31,Interior,26.2,C,60,Media,eb849849b3155b7110det4,
21/02/2026,12:30:07,Balcón,27,C,62,Media,eb007de949df61414afvyg,
21/02/2026,12:30:07,Interior,26.4,C,60,Alta,eb849849b3155b7110det4,
21/02/2026,12:45:12,Balcón,27,C,62,Media,eb007de949df61414afvyg,
21/02/2026,12:45:12,Interior,26.4,C,60,Alta,eb849849b3155b7110det4,
21/02/2026,13:00:09,Balcón,27,C,62,Media,eb007de949df61414afvyg,
21/02/2026,13:00:09,Interior,26.4,C,60,Alta,eb849849b3155b7110det4,
21/02/2026,13:15:07,Balcón,27.3,C,59,Media,eb007de949df61414afvyg,
21/02/2026,13:15:07,Interior,26.4,C,60,Alta,eb849849b3155b7110det4,
21/02/2026,13:45:07,Balcón,27.3,C,59,Media,eb007de949df61414afvyg,
21/02/2026,13:45:07,Interior,26.6,C,59,Media,eb849849b3155b7110det4,
21/02/2026,14:00:07,Balcón,27.3,C,59,Media,eb007de949df61414afvyg,
21/02/2026,14:00:07,Interior,26.6,C,59,Media,eb849849b3155b7110det4,
21/02/2026,14:15:07,Balcón,27.7,C,55,Media,eb007de949df61414afvyg,
21/02/2026,14:15:07,Interior,26.7,C,58,Alta,eb849849b3155b7110det4,
21/02/2026,14:30:06,Balcón,27.7,C,55,Media,eb007de949df61414afvyg,
21/02/2026,14:30:06,Interior,26.7,C,58,Alta,eb849849b3155b7110det4,
21/02/2026,14:45:06,Balcón,27.7,C,55,Media,eb007de949df61414afvyg,
21/02/2026,14:45:06,Interior,26.7,C,58,Alta,eb849849b3155b7110det4,
21/02/2026,15:00:09,Balcón,28.1,C,51,Media,eb007de949df61414afvyg,
21/02/2026,15:00:09,Interior,26.7,C,58,Alta,eb849849b3155b7110det4,
21/02/2026,15:15:07,Balcón,28.4,C,46,Media,eb007de949df61414afvyg,
21/02/2026,15:15:07,Interior,26.9,C,56,Media,eb849849b3155b7110det4,
21/02/2026,15:30:06,Balcón,28.1,C,41,Media,eb007de949df61414afvyg,
21/02/2026,15:30:06,Interior,26.9,C,56,Media,eb849849b3155b7110det4,
21/02/2026,15:45:06,Balcón,27.6,C,43,Media,eb007de949df61414afvyg,
21/02/2026,15:45:06,Interior,26.9,C,51,Media,eb849849b3155b7110det4,
21/02/2026,16:00:07,Balcón,27.6,C,43,Media,eb007de949df61414afvyg,
21/02/2026,16:00:07,Interior,26.9,C,51,Media,eb849849b3155b7110det4,
21/02/2026,16:15:06,Balcón,27.6,C,43,Media,eb007de949df61414afvyg,
21/02/2026,16:15:06,Interior,26.9,C,51,Media,eb849849b3155b7110det4,
21/02/2026,16:30:06,Balcón,28.6,C,46,Media,eb007de949df61414afvyg,
21/02/2026,16:30:06,Interior,27,C,54,Media,eb849849b3155b7110det4,
21/02/2026,16:45:06,Balcón,28.6,C,46,Media,eb007de949df61414afvyg,
21/02/2026,16:45:06,Interior,27,C,54,Media,eb849849b3155b7110det4,
21/02/2026,17:00:07,Balcón,28.6,C,46,Media,eb007de949df61414afvyg,
21/02/2026,17:00:07,Interior,27,C,54,Media,eb849849b3155b7110det4,
21/02/2026,17:15:07,Balcón,29.1,C,45,Media,eb007de949df61414afvyg,
21/02/2026,17:15:07,Interior,27,C,54,Media,eb849849b3155b7110det4,
21/02/2026,17:30:06,Balcón,29.1,C,45,Media,eb007de949df61414afvyg,
21/02/2026,17:30:06,Interior,27.5,C,55,Media,eb849849b3155b7110det4,
21/02/2026,17:45:06,Balcón,29.1,C,45,Media,eb007de949df61414afvyg,
21/02/2026,17:45:06,Interior,27.5,C,55,Media,eb849849b3155b7110det4,
21/02/2026,18:00:07,Balcón,29.1,C,50,Media,eb007de949df61414afvyg,
21/02/2026,18:00:07,Interior,27.5,C,55,Media,eb849849b3155b7110det4,
21/02/2026,18:15:06,Balcón,29.1,C,50,Media,eb007de949df61414afvyg,
21/02/2026,18:15:06,Interior,28,C,55,Alta,eb849849b3155b7110det4,
21/02/2026,18:30:07,Balcón,28.1,C,53,Media,eb007de949df61414afvyg,
21/02/2026,18:30:07,Interior,28,C,55,Alta,eb849849b3155b7110det4,
21/02/2026,18:45:07,Balcón,27.6,C,54,Media,eb007de949df61414afvyg,
21/02/2026,18:45:07,Interior,28,C,55,Alta,eb849849b3155b7110det4,
21/02/2026,19:00:06,Balcón,27.6,C,54,Media,eb007de949df61414afvyg,
21/02/2026,19:00:06,Interior,28,C,55,Alta,eb849849b3155b7110det4,
21/02/2026,19:15:06,Balcón,27.1,C,57,Media,eb007de949df61414afvyg,
21/02/2026,19:15:06,Interior,28.5,C,58,Media,eb849849b3155b7110det4,
21/02/2026,19:30:07,Balcón,26.6,C,59,Media,eb007de949df61414afvyg,
21/02/2026,19:30:07,Interior,28.5,C,58,Media,eb849849b3155b7110det4,
21/02/2026,19:45:06,Balcón,26.1,C,62,Media,eb007de949df61414afvyg,
21/02/2026,19:45:06,Interior,28,C,57,Alta,eb849849b3155b7110det4,
21/02/2026,20:00:07,Balcón,25.6,C,64,Media,eb007de949df61414afvyg,
21/02/2026,20:00:07,Interior,27.5,C,58,Media,eb849849b3155b7110det4,
21/02/2026,20:15:07,Balcón,25.6,C,64,Media,eb007de949df61414afvyg,
21/02/2026,20:15:07,Interior,27.5,C,58,Media,eb849849b3155b7110det4,
21/02/2026,20:30:06,Balcón,25.6,C,64,Media,eb007de949df61414afvyg,
21/02/2026,20:30:06,Interior,27,C,58,Alta,eb849849b3155b7110det4,
21/02/2026,20:45:06,Balcón,25.1,C,66,Media,eb007de949df61414afvyg,
21/02/2026,20:45:06,Interior,27,C,58,Alta,eb849849b3155b7110det4,
21/02/2026,21:00:07,Balcón,25.1,C,66,Media,eb007de949df61414afvyg,
21/02/2026,21:00:07,Interior,27,C,58,Alta,eb849849b3155b7110det4,
21/02/2026,21:15:06,Balcón,25.1,C,66,Media,eb007de949df61414afvyg,
21/02/2026,21:15:06,Interior,26.7,C,60,Alta,eb849849b3155b7110det4,
21/02/2026,21:30:07,Balcón,25.1,C,66,Media,eb007de949df61414afvyg,
21/02/2026,21:30:07,Interior,26.7,C,60,Alta,eb849849b3155b7110det4,
21/02/2026,21:45:07,Balcón,24.8,C,67,Media,eb007de949df61414afvyg,
21/02/2026,21:45:07,Interior,26.7,C,60,Alta,eb849849b3155b7110det4,
21/02/2026,22:00:06,Balcón,24.8,C,67,Media,eb007de949df61414afvyg,
21/02/2026,22:00:06,Interior,26.7,C,60,Alta,eb849849b3155b7110det4,
21/02/2026,22:15:06,Balcón,24.8,C,67,Media,eb007de949df61414afvyg,
21/02/2026,22:15:06,Interior,26.3,C,61,Alta,eb849849b3155b7110det4,
21/02/2026,22:30:07,Balcón,24.8,C,67,Media,eb007de949df61414afvyg,
21/02/2026,22:30:07,Interior,26.3,C,61,Alta,eb849849b3155b7110det4,
21/02/2026,22:45:07,Balcón,24.9,C,67,Media,eb007de949df61414afvyg,
21/02/2026,22:45:07,Interior,26.3,C,61,Alta,eb849849b3155b7110det4,
21/02/2026,23:00:06,Balcón,24.9,C,67,Media,eb007de949df61414afvyg,
21/02/2026,23:00:06,Interior,26.3,C,61,Alta,eb849849b3155b7110det4,
21/02/2026,23:15:07,Balcón,24.9,C,67,Media,eb007de949df61414afvyg,
21/02/2026,23:15:07,Interior,26.2,C,60,Media,eb849849b3155b7110det4,
21/02/2026,23:30:07,Balcón,24.8,C,67,Media,eb007de949df61414afvyg,
21/02/2026,23:30:07,Interior,26.2,C,60,Media,eb849849b3155b7110det4,
22/02/2026,24:00:08,Balcón,24.8,C,67,Media,eb007de949df61414afvyg,
22/02/2026,24:00:08,Interior,26.5,C,62,Media,eb849849b3155b7110det4,
22/02/2026,24:15:06,Balcón,24.8,C,67,Media,eb007de949df61414afvyg,
22/02/2026,24:15:06,Interior,26.5,C,62,Media,eb849849b3155b7110det4,
22/02/2026,24:30:07,Balcón,24.6,C,67,Media,eb007de949df61414afvyg,
22/02/2026,24:30:07,Interior,26.5,C,62,Media,eb849849b3155b7110det4,
22/02/2026,24:45:06,Balcón,24.6,C,67,Media,eb007de949df61414afvyg,
22/02/2026,24:45:06,Interior,26.5,C,62,Media,eb849849b3155b7110det4,
22/02/2026,01:00:06,Balcón,24.6,C,67,Media,eb007de949df61414afvyg,
22/02/2026,01:00:06,Interior,26.7,C,61,Alta,eb849849b3155b7110det4,
22/02/2026,01:15:07,Balcón,24.6,C,67,Media,eb007de949df61414afvyg,
22/02/2026,01:15:07,Interior,26.7,C,61,Alta,eb849849b3155b7110det4,
22/02/2026,01:30:06,Balcón,24.5,C,66,Media,eb007de949df61414afvyg,
22/02/2026,01:30:06,Interior,26.7,C,61,Alta,eb849849b3155b7110det4,
22/02/2026,01:45:06,Balcón,24.5,C,66,Media,eb007de949df61414afvyg,
22/02/2026,01:45:06,Interior,26.7,C,61,Alta,eb849849b3155b7110det4,
22/02/2026,02:00:07,Balcón,24.5,C,66,Media,eb007de949df61414afvyg,
22/02/2026,02:15:07,Balcón,24.1,C,65,Media,eb007de949df61414afvyg,
22/02/2026,02:15:07,Interior,26.7,C,60,Alta,eb849849b3155b7110det4,
22/02/2026,02:30:06,Balcón,24.1,C,65,Media,eb007de949df61414afvyg,
22/02/2026,02:30:06,Interior,26.7,C,60,Alta,eb849849b3155b7110det4,
22/02/2026,02:45:06,Balcón,24.1,C,65,Media,eb007de949df61414afvyg,
22/02/2026,02:45:06,Interior,26.7,C,60,Alta,eb849849b3155b7110det4,
22/02/2026,03:00:07,Balcón,24.1,C,65,Media,eb007de949df61414afvyg,
22/02/2026,03:00:07,Interior,26.6,C,60,Media,eb849849b3155b7110det4,
22/02/2026,03:15:07,Balcón,23.9,C,67,Media,eb007de949df61414afvyg,
22/02/2026,03:15:07,Interior,26.6,C,60,Media,eb849849b3155b7110det4,
22/02/2026,03:30:06,Balcón,23.9,C,67,Media,eb007de949df61414afvyg,
22/02/2026,03:30:06,Interior,26.6,C,60,Media,eb849849b3155b7110det4,
22/02/2026,03:45:07,Balcón,23.9,C,67,Media,eb007de949df61414afvyg,
22/02/2026,03:45:07,Interior,26.6,C,60,Alta,eb849849b3155b7110det4,
22/02/2026,04:00:07,Balcón,23.9,C,67,Media,eb007de949df61414afvyg,
22/02/2026,04:00:07,Interior,26.6,C,60,Alta,eb849849b3155b7110det4,
22/02/2026,04:30:06,Balcón,23.5,C,67,Media,eb007de949df61414afvyg,
22/02/2026,04:30:06,Interior,26.6,C,60,Alta,eb849849b3155b7110det4,
22/02/2026,04:45:07,Balcón,23.5,C,67,Media,eb007de949df61414afvyg,
22/02/2026,04:45:07,Interior,26.5,C,60,Alta,eb849849b3155b7110det4,
22/02/2026,05:00:07,Balcón,23.3,C,67,Media,eb007de949df61414afvyg,
22/02/2026,05:00:07,Interior,26.5,C,60,Alta,eb849849b3155b7110det4,
22/02/2026,05:15:06,Balcón,23.3,C,67,Media,eb007de949df61414afvyg,
22/02/2026,05:15:06,Interior,26.5,C,60,Alta,eb849849b3155b7110det4,
22/02/2026,05:30:06,Balcón,23.3,C,67,Media,eb007de949df61414afvyg,
22/02/2026,05:30:06,Interior,26.5,C,60,Alta,eb849849b3155b7110det4,
22/02/2026,05:45:07,Balcón,23.3,C,67,Media,eb007de949df61414afvyg,
22/02/2026,05:45:07,Interior,26.5,C,60,Media,eb849849b3155b7110det4,
22/02/2026,06:00:07,Balcón,23.1,C,68,Media,eb007de949df61414afvyg,
22/02/2026,06:00:07,Interior,26.5,C,60,Media,eb849849b3155b7110det4,
22/02/2026,06:15:06,Balcón,23.1,C,68,Media,eb007de949df61414afvyg,
22/02/2026,06:15:06,Interior,26.5,C,60,Media,eb849849b3155b7110det4,
22/02/2026,06:30:06,Balcón,23.1,C,68,Media,eb007de949df61414afvyg,
22/02/2026,06:30:06,Interior,26.4,C,60,Alta,eb849849b3155b7110det4,
22/02/2026,06:45:06,Balcón,23.1,C,68,Media,eb007de949df61414afvyg,
22/02/2026,06:45:06,Interior,26.4,C,60,Alta,eb849849b3155b7110det4,
22/02/2026,07:00:07,Balcón,23,C,69,Media,eb007de949df61414afvyg,
22/02/2026,07:00:07,Interior,26.4,C,60,Alta,eb849849b3155b7110det4,
22/02/2026,07:15:06,Balcón,23,C,69,Media,eb007de949df61414afvyg,
22/02/2026,07:15:06,Interior,26.4,C,60,Alta,eb849849b3155b7110det4,
22/02/2026,07:30:07,Balcón,23,C,69,Media,eb007de949df61414afvyg,
22/02/2026,07:30:07,Interior,26.4,C,60,Alta,eb849849b3155b7110det4,
22/02/2026,07:45:07,Balcón,23,C,69,Media,eb007de949df61414afvyg,
22/02/2026,07:45:07,Interior,26.4,C,60,Alta,eb849849b3155b7110det4,
22/02/2026,08:00:07,Balcón,23.1,C,71,Media,eb007de949df61414afvyg,
22/02/2026,08:00:07,Interior,26.4,C,60,Alta,eb849849b3155b7110det4,
22/02/2026,08:15:07,Balcón,23.6,C,71,Media,eb007de949df61414afvyg,
22/02/2026,08:15:07,Interior,26.4,C,60,Alta,eb849849b3155b7110det4,
22/02/2026,08:30:07,Balcón,23.6,C,71,Media,eb007de949df61414afvyg,
22/02/2026,08:30:07,Interior,26.3,C,60,Alta,eb849849b3155b7110det4,
22/02/2026,08:45:06,Balcón,24.1,C,71,Media,eb007de949df61414afvyg,
22/02/2026,08:45:06,Interior,26.3,C,60,Alta,eb849849b3155b7110det4,
22/02/2026,09:00:07,Balcón,24.1,C,71,Media,eb007de949df61414afvyg,
22/02/2026,09:00:07,Interior,26.3,C,60,Alta,eb849849b3155b7110det4,
22/02/2026,09:15:06,Balcón,24.6,C,70,Media,eb007de949df61414afvyg,
22/02/2026,09:15:06,Interior,26.3,C,63,Alta,eb849849b3155b7110det4,
22/02/2026,09:30:07,Balcón,24.6,C,70,Media,eb007de949df61414afvyg,
22/02/2026,09:30:07,Interior,26.3,C,63,Alta,eb849849b3155b7110det4,
22/02/2026,09:45:07,Balcón,24.6,C,70,Media,eb007de949df61414afvyg,
22/02/2026,09:45:07,Interior,26.3,C,63,Alta,eb849849b3155b7110det4,
22/02/2026,10:00:06,Balcón,25.1,C,68,Media,eb007de949df61414afvyg,
22/02/2026,10:00:06,Interior,26.3,C,63,Alta,eb849849b3155b7110det4,
22/02/2026,10:15:06,Balcón,25.1,C,68,Media,eb007de949df61414afvyg,
22/02/2026,10:15:06,Interior,26.3,C,64,Alta,eb849849b3155b7110det4,
22/02/2026,10:45:07,Balcón,25.6,C,67,Media,eb007de949df61414afvyg,
22/02/2026,10:45:07,Interior,26.3,C,64,Alta,eb849849b3155b7110det4,
22/02/2026,11:00:07,Balcón,25.6,C,67,Media,eb007de949df61414afvyg,
22/02/2026,11:00:07,Interior,26.3,C,64,Alta,eb849849b3155b7110det4,
22/02/2026,11:15:13,Balcón,25.6,C,67,Media,eb007de949df61414afvyg,
22/02/2026,11:15:13,Interior,26.1,C,63,Alta,eb849849b3155b7110det4,
22/02/2026,11:30:11,Balcón,25.7,C,67,Media,eb007de949df61414afvyg,
22/02/2026,11:30:11,Interior,26.1,C,63,Alta,eb849849b3155b7110det4,
22/02/2026,11:45:09,Balcón,25.7,C,67,Media,eb007de949df61414afvyg,
22/02/2026,11:45:09,Interior,26.1,C,63,Alta,eb849849b3155b7110det4,
22/02/2026,12:01:36,Balcón,25.7,C,67,Media,eb007de949df61414afvyg,
22/02/2026,12:01:36,Interior,26.2,C,63,Alta,eb849849b3155b7110det4,
22/02/2026,12:16:32,Balcón,26.1,C,66,Media,eb007de949df61414afvyg,
22/02/2026,12:16:32,Interior,26.2,C,63,Alta,eb849849b3155b7110det4,
22/02/2026,12:30:18,Balcón,26.1,C,66,Media,eb007de949df61414afvyg,
22/02/2026,12:30:18,Interior,26.2,C,63,Alta,eb849849b3155b7110det4,
22/02/2026,12:45:09,Balcón,26.6,C,65,Media,eb007de949df61414afvyg,
22/02/2026,12:45:09,Interior,26.2,C,63,Alta,eb849849b3155b7110det4,
22/02/2026,13:00:35,Balcón,26.6,C,65,Media,eb007de949df61414afvyg,
22/02/2026,13:00:35,Interior,26.4,C,63,Alta,eb849849b3155b7110det4,
22/02/2026,13:15:10,Balcón,27.1,C,63,Media,eb007de949df61414afvyg,
22/02/2026,13:15:10,Interior,26.4,C,63,Alta,eb849849b3155b7110det4,
22/02/2026,13:30:08,Balcón,27.1,C,63,Media,eb007de949df61414afvyg,
22/02/2026,13:30:08,Interior,26.4,C,63,Alta,eb849849b3155b7110det4,
22/02/2026,13:45:07,Balcón,27.6,C,61,Media,eb007de949df61414afvyg,
22/02/2026,13:45:07,Interior,26.4,C,63,Alta,eb849849b3155b7110det4,
22/02/2026,14:00:06,Balcón,27.6,C,61,Media,eb007de949df61414afvyg,
22/02/2026,14:00:06,Interior,26.8,C,62,Media,eb849849b3155b7110det4,
22/02/2026,14:15:07,Balcón,28.1,C,59,Media,eb007de949df61414afvyg,
22/02/2026,14:15:07,Interior,26.8,C,62,Media,eb849849b3155b7110det4,
22/02/2026,14:30:06,Balcón,28.1,C,59,Media,eb007de949df61414afvyg,
22/02/2026,14:30:06,Interior,26.8,C,62,Media,eb849849b3155b7110det4,
22/02/2026,14:45:06,Balcón,28.1,C,59,Media,eb007de949df61414afvyg,
22/02/2026,14:45:06,Interior,26.8,C,62,Media,eb849849b3155b7110det4,
22/02/2026,15:00:07,Balcón,28.6,C,58,Media,eb007de949df61414afvyg,
22/02/2026,15:00:07,Interior,27,C,61,Alta,eb849849b3155b7110det4,
22/02/2026,15:15:07,Balcón,28.6,C,58,Media,eb007de949df61414afvyg,
22/02/2026,15:15:07,Interior,27,C,61,Alta,eb849849b3155b7110det4,
22/02/2026,15:30:06,Balcón,29.1,C,56,Media,eb007de949df61414afvyg,
22/02/2026,15:30:06,Interior,27,C,61,Alta,eb849849b3155b7110det4,
22/02/2026,15:45:06,Balcón,29.1,C,56,Media,eb007de949df61414afvyg,
22/02/2026,15:45:06,Interior,27.3,C,59,Alta,eb849849b3155b7110det4,
22/02/2026,16:00:07,Balcón,29.1,C,56,Media,eb007de949df61414afvyg,
22/02/2026,16:00:07,Interior,27.3,C,59,Alta,eb849849b3155b7110det4,
22/02/2026,16:15:06,Balcón,29.6,C,53,Media,eb007de949df61414afvyg,
22/02/2026,16:15:06,Interior,27.3,C,59,Alta,eb849849b3155b7110det4,
22/02/2026,16:30:06,Balcón,30.1,C,53,Media,eb007de949df61414afvyg,
22/02/2026,16:30:06,Interior,27.3,C,59,Alta,eb849849b3155b7110det4,
22/02/2026,16:45:07,Balcón,30.1,C,53,Media,eb007de949df61414afvyg,
22/02/2026,16:45:07,Interior,27.4,C,60,Alta,eb849849b3155b7110det4,
22/02/2026,17:00:07,Balcón,30.1,C,53,Media,eb007de949df61414afvyg,
22/02/2026,17:00:07,Interior,27.4,C,60,Alta,eb849849b3155b7110det4,
22/02/2026,17:15:06,Balcón,30.6,C,51,Media,eb007de949df61414afvyg,
22/02/2026,17:15:06,Interior,27.4,C,60,Alta,eb849849b3155b7110det4,
22/02/2026,17:30:07,Balcón,30.6,C,51,Media,eb007de949df61414afvyg,
22/02/2026,17:30:07,Interior,27.9,C,62,Alta,eb849849b3155b7110det4,
22/02/2026,17:45:07,Balcón,30.1,C,55,Media,eb007de949df61414afvyg,
22/02/2026,17:45:07,Interior,27.9,C,62,Alta,eb849849b3155b7110det4,
22/02/2026,18:00:07,Balcón,29.1,C,58,Media,eb007de949df61414afvyg,
22/02/2026,18:00:07,Interior,27.9,C,62,Alta,eb849849b3155b7110det4,
22/02/2026,18:15:06,Balcón,28.6,C,59,Media,eb007de949df61414afvyg,
22/02/2026,18:15:06,Interior,27.9,C,62,Alta,eb849849b3155b7110det4,
22/02/2026,18:30:07,Balcón,28.1,C,60,Media,eb007de949df61414afvyg,
22/02/2026,18:30:07,Interior,27.9,C,63,Alta,eb849849b3155b7110det4,
22/02/2026,18:45:06,Balcón,27.6,C,62,Media,eb007de949df61414afvyg,
22/02/2026,18:45:06,Interior,27.9,C,63,Alta,eb849849b3155b7110det4,
22/02/2026,19:15:07,Balcón,26.6,C,64,Media,eb007de949df61414afvyg,
22/02/2026,19:15:07,Interior,27.7,C,63,Alta,eb849849b3155b7110det4,
22/02/2026,19:30:06,Balcón,26.1,C,65,Media,eb007de949df61414afvyg,
22/02/2026,19:30:06,Interior,27.7,C,63,Alta,eb849849b3155b7110det4,
22/02/2026,19:45:06,Balcón,26.1,C,65,Media,eb007de949df61414afvyg,
22/02/2026,19:45:06,Interior,27.7,C,63,Alta,eb849849b3155b7110det4,
22/02/2026,20:00:07,Balcón,26.1,C,65,Media,eb007de949df61414afvyg,
22/02/2026,20:00:07,Interior,27.7,C,63,Alta,eb849849b3155b7110det4,
22/02/2026,20:15:06,Balcón,25.6,C,67,Media,eb007de949df61414afvyg,
22/02/2026,20:15:06,Interior,27.5,C,63,Alta,eb849849b3155b7110det4,
22/02/2026,20:30:06,Balcón,25.6,C,67,Media,eb007de949df61414afvyg,
22/02/2026,20:30:06,Interior,27.5,C,63,Alta,eb849849b3155b7110det4,
22/02/2026,20:45:08,Balcón,25.6,C,67,Media,eb007de949df61414afvyg,
22/02/2026,20:45:08,Interior,27.5,C,63,Alta,eb849849b3155b7110det4,
22/02/2026,21:00:07,Balcón,25.7,C,68,Media,eb007de949df61414afvyg,
22/02/2026,21:00:07,Interior,27,C,63,Alta,eb849849b3155b7110det4,
22/02/2026,21:30:07,Balcón,25.7,C,68,Media,eb007de949df61414afvyg,
22/02/2026,21:30:07,Interior,27,C,63,Alta,eb849849b3155b7110det4,
22/02/2026,21:45:07,Balcón,25.5,C,73,Media,eb007de949df61414afvyg,
22/02/2026,21:45:07,Interior,27,C,63,Alta,eb849849b3155b7110det4,
22/02/2026,22:00:06,Balcón,25.5,C,73,Media,eb007de949df61414afvyg,
22/02/2026,22:00:06,Interior,26.9,C,66,Media,eb849849b3155b7110det4,
22/02/2026,22:15:06,Balcón,25.5,C,73,Media,eb007de949df61414afvyg,
22/02/2026,22:15:06,Interior,26.9,C,66,Media,eb849849b3155b7110det4,
22/02/2026,22:30:07,Balcón,25.5,C,73,Media,eb007de949df61414afvyg,
22/02/2026,22:30:07,Interior,26.9,C,66,Media,eb849849b3155b7110det4,
22/02/2026,22:45:07,Balcón,25.6,C,75,Media,eb007de949df61414afvyg,
22/02/2026,22:45:07,Interior,26.9,C,66,Media,eb849849b3155b7110det4,
22/02/2026,23:00:06,Balcón,25.6,C,75,Media,eb007de949df61414afvyg,
22/02/2026,23:00:06,Interior,26.8,C,68,Alta,eb849849b3155b7110det4,
22/02/2026,23:15:07,Balcón,25.6,C,75,Media,eb007de949df61414afvyg,
22/02/2026,23:15:07,Interior,26.8,C,68,Alta,eb849849b3155b7110det4,
22/02/2026,23:45:06,Balcón,25.5,C,77,Media,eb007de949df61414afvyg,
22/02/2026,23:45:06,Interior,27.1,C,67,Alta,eb849849b3155b7110det4,
23/02/2026,24:00:07,Balcón,25.5,C,77,Media,eb007de949df61414afvyg,
23/02/2026,24:00:07,Interior,27.1,C,67,Alta,eb849849b3155b7110det4,
23/02/2026,24:15:06,Balcón,25.7,C,72,Media,eb007de949df61414afvyg,
23/02/2026,24:15:06,Interior,27.1,C,67,Alta,eb849849b3155b7110det4,
23/02/2026,24:30:06,Balcón,25.8,C,67,Media,eb007de949df61414afvyg,
23/02/2026,24:30:06,Interior,27.1,C,67,Alta,eb849849b3155b7110det4,
23/02/2026,24:45:07,Balcón,25.8,C,67,Media,eb007de949df61414afvyg,
23/02/2026,24:45:07,Interior,27.2,C,66,Alta,eb849849b3155b7110det4,
23/02/2026,01:00:07,Balcón,25.8,C,67,Media,eb007de949df61414afvyg,
23/02/2026,01:00:07,Interior,27.2,C,66,Alta,eb849849b3155b7110det4,
23/02/2026,01:15:06,Balcón,25.8,C,67,Media,eb007de949df61414afvyg,
23/02/2026,01:15:06,Interior,27.2,C,66,Alta,eb849849b3155b7110det4,
23/02/2026,01:30:06,Balcón,25.5,C,67,Media,eb007de949df61414afvyg,
23/02/2026,01:30:06,Interior,27.2,C,66,Alta,eb849849b3155b7110det4,
